customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,Monthly_Charge_Range,Predicted_Churn_Probability,Churn_Risk_Percentage,Predicted_Churn,Prediction_Correct,Churn_Risk_Category,Churn_Risk_Score,Retention_Priority,Retention_Action,High_Risk_Flag
6671-NGWON,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,No,0–12 Months,$0–$35,0.15045913694160026,15.05,No,Yes,Low Risk,15,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0595-ITUDF,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,49–72 Months,$90.01–$120,0.17363265457920454,17.36,No,Yes,Low Risk,17,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6996-KNSML,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,0–12 Months,$70.01–$90,0.6935088720692139,69.35,Yes,Yes,High Risk,69,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
1955-IBMMB,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.2,1192.3,No,49–72 Months,$0–$35,0.005570190070376411,0.56,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0096-BXERS,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,No,0–12 Months,$35.01–$70,0.4477828931447966,44.78,No,Yes,Medium Risk,45,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3806-YAZOV,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,56.0,No,0–12 Months,$0–$35,0.1797465351076047,17.97,No,Yes,Low Risk,18,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7998-ZLXWN,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,No,13–24 Months,$0–$35,0.10137870503496661,10.14,No,Yes,Low Risk,10,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
6253-WRFHY,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,No,13–24 Months,$35.01–$70,0.309344572562696,30.93,No,Yes,Medium Risk,31,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
9133-AYJZG,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No,13–24 Months,$90.01–$120,0.598318523468895,59.83,Yes,No,Medium Risk,60,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2675-OTVVJ,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,No,25–48 Months,$70.01–$90,0.46677473619921755,46.68,No,Yes,Medium Risk,47,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
8680-CGLTP,Male,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2,No,25–48 Months,$35.01–$70,0.06741263886231183,6.74,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8430-TWCBX,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,No,49–72 Months,$0–$35,0.01136195812418534,1.14,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5018-GWURO,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,49–72 Months,$70.01–$90,0.3327826921301578,33.28,No,Yes,Medium Risk,33,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6741-QRLUP,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,No,49–72 Months,$70.01–$90,0.01412890484294842,1.41,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4737-HOBAX,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,49–72 Months,$70.01–$90,0.023373820743789606,2.34,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0537-QYZZN,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,No,13–24 Months,$70.01–$90,0.4810899641599737,48.11,No,Yes,Medium Risk,48,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3340-QBBFM,Male,1,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No,25–48 Months,$35.01–$70,0.04849137533871885,4.85,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1704-NRWYE,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,0–12 Months,$70.01–$90,0.7213248337600517,72.13,Yes,Yes,High Risk,72,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
2592-SEIFQ,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,0–12 Months,$0–$35,0.5449672165845689,54.5,Yes,Yes,Medium Risk,54,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
8200-KLNYW,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,No,13–24 Months,$70.01–$90,0.08627884027238339,8.63,No,Yes,Low Risk,9,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3372-CDXFJ,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.5,343.6,No,13–24 Months,$0–$35,0.06608593303778706,6.61,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4781-ZXYGU,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,0–12 Months,$0–$35,0.20862210841200868,20.86,No,Yes,Low Risk,21,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7632-YUTXB,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,No,25–48 Months,$0–$35,0.03031222599180009,3.03,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2718-YSKCS,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,49–72 Months,$0–$35,0.002616152639226321,0.26,No,Yes,Low Risk,0,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
9896-UYMIE,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No,49–72 Months,$90.01–$120,0.10901712831406073,10.9,No,Yes,Low Risk,11,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0853-NWIFK,Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,No,25–48 Months,$90.01–$120,0.2251477735561616,22.51,No,Yes,Low Risk,23,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8212-CRQXP,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No,13–24 Months,$70.01–$90,0.4976307112236956,49.76,No,Yes,Medium Risk,50,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
6980-CDGFC,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,No,49–72 Months,$0–$35,0.0072397879757731725,0.72,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7691-XVTZH,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,49–72 Months,$70.01–$90,0.0798590071848203,7.99,No,Yes,Low Risk,8,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2520-SGTTA,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,0.0,No,0–12 Months,$0–$35,0.049132917253052896,4.91,No,Yes,Low Risk,5,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
7481-ATQQS,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,49–72 Months,$90.01–$120,0.40710549293682374,40.71,No,No,Medium Risk,41,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
2277-VWCNI,Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,0–12 Months,$35.01–$70,0.42723937933705236,42.72,No,Yes,Medium Risk,43,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
1088-CNNKB,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,No,49–72 Months,$70.01–$90,0.019782072669667732,1.98,No,Yes,Low Risk,2,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8642-GVWRF,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,0–12 Months,$70.01–$90,0.46887716546224284,46.89,No,No,Medium Risk,47,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
1930-BZLHI,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,422.7,No,13–24 Months,$0–$35,0.06334374900743579,6.33,No,Yes,Low Risk,6,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3400-ESFUW,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,49–72 Months,$35.01–$70,0.0053221008660303435,0.53,No,No,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5868-YTYKS,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,0–12 Months,$0–$35,0.21731435498122786,21.73,No,Yes,Low Risk,22,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3525-DVKFN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,358.05,No,13–24 Months,$0–$35,0.028335368227436764,2.83,No,Yes,Low Risk,3,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1482-OXZSY,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No,25–48 Months,$90.01–$120,0.49315483987306374,49.32,No,Yes,Medium Risk,49,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
0377-JBKKT,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,No,13–24 Months,$35.01–$70,0.10328382024706445,10.33,No,Yes,Low Risk,10,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5778-BVOFB,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,0–12 Months,$35.01–$70,0.31633072865565115,31.63,No,Yes,Medium Risk,32,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3373-YZZYM,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,0–12 Months,$0–$35,0.16622586127228844,16.62,No,Yes,Low Risk,17,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2057-ZBLPD,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,13–24 Months,$70.01–$90,0.675941642603332,67.59,Yes,Yes,High Risk,68,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
0228-MAUWC,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,13–24 Months,$35.01–$70,0.2538673855858924,25.39,No,Yes,Low Risk,25,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5502-RLUYV,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,49–72 Months,$90.01–$120,0.36172526094573915,36.17,No,No,Medium Risk,36,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
0023-HGHWL,Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,0–12 Months,$0–$35,0.6862213551955851,68.62,Yes,Yes,High Risk,69,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
7663-YJHSN,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,49–72 Months,$90.01–$120,0.03778164883749341,3.78,No,Yes,Low Risk,4,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
4915-BFSXL,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,No,49–72 Months,$35.01–$70,0.009880404214220958,0.99,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
3086-RUCRN,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No,49–72 Months,$90.01–$120,0.1418714046930448,14.19,No,Yes,Low Risk,14,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5215-LNLDJ,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,0–12 Months,$0–$35,0.5359283279072518,53.59,Yes,No,Medium Risk,54,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
7576-JMYWV,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No,25–48 Months,$90.01–$120,0.3511720189160016,35.12,No,Yes,Medium Risk,35,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
9039-RBEEE,Male,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,25–48 Months,$35.01–$70,0.1169581828871496,11.7,No,No,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0257-KXZGU,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,25–48 Months,$35.01–$70,0.11917626741750967,11.92,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1307-ATKGB,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,13–24 Months,$70.01–$90,0.5511193677597055,55.11,Yes,No,Medium Risk,55,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
8417-FMLZI,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,0–12 Months,$70.01–$90,0.5422758678281622,54.23,Yes,Yes,Medium Risk,54,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3714-XPXBW,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No,25–48 Months,$70.01–$90,0.1188610202046699,11.89,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1850-AKQEP,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,178.7,No,0–12 Months,$0–$35,0.12171497302857874,12.17,No,Yes,Low Risk,12,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
2824-DXNKN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,49–72 Months,$70.01–$90,0.012854545109108263,1.29,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
5227-JSCFE,Male,1,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,49–72 Months,$35.01–$70,0.005565843843556446,0.56,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0848-ZGQIJ,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,13–24 Months,$90.01–$120,0.5781758722855921,57.82,Yes,No,Medium Risk,58,Priority 3 - Medium,Monitor engagement and provide targeted retention offer,No
3621-CHYVB,Female,0,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,49–72 Months,$35.01–$70,0.07029950697384728,7.03,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
8042-RNLKO,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,No,49–72 Months,$0–$35,0.007698374537718568,0.77,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
1792-UXAFY,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,13–24 Months,$70.01–$90,0.6297005038627381,62.97,Yes,Yes,High Risk,63,Priority 2 - High,Offer contract upgrade incentive; Promote automatic payment enrollment; Offer security service retention package; Offer technical support retention package,Yes
5372-FBKBN,Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,No,13–24 Months,$0–$35,0.06869178670022304,6.87,No,Yes,Low Risk,7,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
0420-TXVSG,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,49–72 Months,$35.01–$70,0.012739415289132526,1.27,No,Yes,Low Risk,1,Priority 4 - Low,Maintain relationship and monitor satisfaction,No
